Geneid         	YRIERR188044  	YRIERR188104  	YRIERR188234  	GBRERR188245  	GBRERR188257  	YRIERR188273  	GBRERR188337  	GBRERR188383  	GBRERR188401  	GBRERR188428  	YRIERR188454  	YRIERR204916
NM_033031	15	17	3	3	3	3	8	4	11	3	15	7
NM_033670	0	0	0	0	0	0	0	0	0	0	0	0
NM_144969	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168362	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168361	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168360	0	0	0	0	0	0	0	0	0	0	0	0
NM_001146257	0	0	1	0	0	0	0	0	0	0	0	0
NM_001146256	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168363	0	0	0	0	0	0	0	0	0	0	0	0
NM_014467	0	0	0	0	0	1	0	0	0	0	0	0
NM_001271680	0	0	0	0	0	0	0	0	0	0	0	0
NM_032969	0	0	0	0	0	0	0	0	0	0	0	0
NM_032968	0	0	0	0	0	0	0	0	0	0	0	0
NM_021118	0	0	0	0	0	0	0	0	0	0	0	1
NM_000351	954	1746	1903	457	715	694	1972	731	591	1194	919	1542
NM_013427	0	0	0	0	0	0	0	0	0	0	0	0
NM_000381	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098624	0	0	0	0	0	0	0	0	0	0	0	0
NM_001118886	0	0	0	0	0	0	0	0	0	0	0	0
NM_006125	5	6	7	6	1	3	5	3	11	4	5	12
NM_001193278	0	0	0	0	0	0	0	0	0	0	0	0
NM_033290	0	0	0	0	0	0	0	0	0	0	0	0
NM_033289	0	0	0	0	0	0	0	0	0	0	0	0
NM_001193277	0	0	0	0	0	0	0	0	0	0	0	0
NM_014728	1	1	0	0	1	0	0	1	1	0	0	0
NM_015507	0	0	0	0	0	0	0	0	0	0	0	0
NR_109776	0	2	0	3	0	0	1	0	0	0	0	1
NM_002063	0	0	0	0	0	0	0	0	0	0	0	0
NM_001118885	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167890	0	0	0	0	0	0	0	0	0	0	0	0
NM_001193280	0	0	0	0	0	0	0	0	0	0	0	0
NM_001193279	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171942	0	1	0	0	0	0	0	0	0	0	0	0
NM_021785	0	0	0	0	0	0	0	0	0	0	0	0
NR_073010	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172743	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172739	0	0	0	0	0	0	0	0	0	0	0	0
NM_001172732	0	0	0	0	0	0	0	0	0	0	0	0
NM_198279	260	388	226	137	226	93	408	189	282	167	246	203
NR_033349	0	0	0	0	0	0	0	0	0	0	0	0
NR_033348	0	0	0	0	0	0	0	0	0	0	0	0
NM_004022	0	0	0	0	0	0	0	0	0	0	0	0
NM_004012	0	0	0	0	0	0	0	0	0	0	0	0
NM_004023	0	0	0	0	0	0	0	0	0	0	0	0
NM_004020	0	0	0	0	0	0	0	0	0	0	0	0
NM_000109	0	0	0	0	0	0	0	0	0	0	0	0
NM_004011	0	0	0	0	0	0	0	0	0	0	0	0
NM_004009	0	0	0	0	0	0	0	0	0	0	0	0
NM_004006	0	0	0	0	0	0	0	0	0	0	0	0
NM_004014	0	0	0	0	0	0	0	0	0	0	0	0
NM_004013	0	0	0	0	0	0	0	0	0	0	0	0
NM_004010	0	0	0	0	0	0	0	0	0	0	0	0
NM_004021	0	0	0	0	0	0	0	0	0	0	0	0
NM_014271	0	0	0	0	0	0	0	0	1	0	0	0
NM_001291421	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291418	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291417	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291416	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291415	1	0	0	0	0	0	4	0	0	0	0	0
NM_021140	0	0	0	0	0	0	0	0	0	0	0	0
NM_033215	4	5	6	36	46	3	82	37	35	4	42	38
NM_001204468	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204466	0	0	0	0	0	0	0	0	0	0	0	0
NM_005676	0	0	0	0	0	0	0	0	0	0	0	0
NM_001204467	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184745	0	0	0	0	0	0	0	0	0	0	0	0
NM_152856	0	0	0	0	0	0	0	0	0	0	0	0
NR_111960	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178032	0	0	0	0	0	0	0	0	0	0	0	0
NM_001243804	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166418	0	0	0	0	0	0	0	0	0	0	0	0
NM_018486	0	0	0	0	0	0	0	0	1	0	0	0
NM_012278	7	4	8	6	3	1	11	1	4	1	6	6
NM_006517	1	0	2	0	0	1	0	0	1	0	0	0
NR_103715	0	0	0	0	0	0	0	0	0	0	0	0
NM_002547	6	1	0	0	1	0	2	1	1	0	1	1
NR_051952	0	0	0	0	0	0	0	0	0	0	0	0
NM_001303277	0	0	0	0	0	0	0	0	0	0	0	0
NM_153252	1383	1692	1132	588	761	597	1396	903	1549	904	1052	1108
NM_000489	14	18	8	1	7	5	17	5	11	9	7	8
NM_138270	0	0	0	0	0	0	0	0	0	0	0	0
NM_000390	635	720	678	342	427	298	633	565	720	458	520	847
NM_001145414	48	35	52	22	52	21	42	34	32	18	41	33
NR_024062	0	0	0	0	0	0	0	0	0	0	0	0
NM_006729	42	59	30	23	25	18	50	35	43	44	33	44
NR_024608	14	4	23	7	12	7	5	11	9	9	8	17
NM_001085354	0	0	0	0	0	0	0	0	0	0	0	0
NM_198465	0	0	1	0	0	0	0	0	0	0	0	0
NM_024657	0	0	0	0	0	0	0	0	0	0	0	0
NM_017416	1	0	1	0	0	0	0	0	1	1	1	3
NM_001128172	0	0	0	0	0	0	0	0	0	0	0	0
NM_001128167	0	0	0	0	0	0	0	0	0	0	0	0
NM_017698	0	1	0	1	0	0	2	0	0	0	0	5
NM_001128166	0	0	0	0	0	0	0	0	0	0	0	0
NM_001128173	0	0	0	0	0	0	0	0	0	0	0	0
NM_032227	100	29	54	22	22	25	53	23	59	35	21	50
NM_002578	0	1	1	0	0	0	0	0	1	0	0	1
NM_001128168	0	0	0	0	0	0	0	0	0	0	0	0
NM_001004308	0	0	0	2	0	0	0	0	2	0	0	1
NR_110399	0	0	0	1	0	0	0	0	0	0	0	0
NM_001163279	0	0	0	0	0	0	0	0	0	0	0	0
NM_001081550	3097	3936	2096	1220	2353	1160	3412	2529	2900	1993	2499	2513
NM_014253	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163278	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282607	0	0	0	0	0	0	0	0	0	0	0	0
NM_001306193	0	0	0	0	0	0	0	0	0	0	0	0
NM_021946	0	0	0	0	0	0	0	0	0	0	0	0
NM_144967	0	0	0	0	0	0	0	0	0	0	0	0
NM_194277	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184772	22	12	29	13	7	10	17	3	13	10	11	7
NM_153834	0	0	0	0	0	0	0	0	0	0	0	0
NR_110381	0	1	0	1	1	0	0	0	0	0	2	1
NR_037183	0	0	0	0	0	0	0	0	0	0	0	0
NM_001169122	0	0	0	0	0	0	0	0	0	0	0	0
NM_002025	0	0	0	0	0	0	0	0	0	0	0	0
NM_001169123	0	0	0	0	0	0	0	0	0	0	0	0
NM_001169124	0	0	0	0	0	0	0	0	0	0	0	0
NM_001169125	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170628	0	0	0	0	0	0	0	0	0	0	0	0
NR_027456	31	63	33	8	31	9	58	17	48	15	26	22
NM_006883	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173474	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173473	3	1	1	0	1	0	0	0	0	0	2	3
NM_004192	0	0	0	0	0	0	0	0	0	0	0	0
NM_145177	554	405	412	471	356	193	478	413	574	305	363	326
NM_175569	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171135	0	0	0	10	11	1	33	12	8	1	7	5
NM_004729	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171136	0	0	0	0	0	0	0	0	0	0	0	0
NR_003254	0	0	0	0	0	0	0	0	0	0	0	0
NM_001141920	0	0	0	0	0	0	0	0	0	0	0	0
NM_001141919	0	0	0	0	0	0	0	0	0	0	0	0
NM_001011719	0	0	0	0	0	0	0	0	0	1	0	0
NR_033380	17	19	9	4	13	2	15	5	21	7	12	5
NR_033381	46	56	30	18	11	6	13	17	25	14	32	33
NM_005044	1496	1523	2609	1188	1007	884	2339	1514	1542	1746	1577	2127
NR_038428	0	0	0	0	0	0	0	0	0	0	0	0
NM_020742	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282145	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282146	0	0	0	0	1	1	0	0	0	0	0	0
NM_181332	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178135	0	4	9	0	0	5	5	0	4	2	0	1
NM_012080	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178136	0	0	0	0	0	0	0	0	0	0	0	0
NM_001135565	0	1	2	1	1	2	3	0	2	1	1	0
NM_000216	12	3	5	4	10	0	1	10	13	21	2	0
NM_001649	1	0	3	20	0	1	2	2	0	10	1	0
NM_005647	0	2	0	1	1	0	13	8	0	0	2	4
NM_001139468	0	1	0	0	1	0	0	0	0	0	0	0
NM_001139467	0	0	0	0	0	0	0	0	0	0	0	0
NM_001139466	0	0	0	0	0	0	0	0	0	0	0	0
NM_001830	10	15	14	3	0	3	16	2	0	3	0	2
NM_015691	877	2459	3755	827	1075	920	2152	1282	841	1030	136	555
NM_001256944	0	0	0	0	0	0	0	0	0	0	0	0
NM_013423	1	0	0	0	1	1	0	0	0	0	0	0
NM_001287242	2	0	0	2	0	0	0	0	1	0	1	5
NM_021109	227361	224299	309442	122134	189405	111946	183151	155677	241410	140687	164024	142700
NM_003611	1453	1686	1227	730	1025	551	2134	1124	1530	1167	942	984
NM_017856	4	4	6	0	0	0	6	5	5	0	4	12
NM_001001994	0	0	0	2	2	0	0	2	2	0	0	0
NM_001042480	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042479	0	0	0	0	0	0	0	0	0	0	0	0
NM_020473	0	0	0	0	0	0	0	0	0	0	0	0
NM_002641	47	70	37	15	32	11	60	30	68	34	34	52
NM_021804	0	0	2	0	0	2	0	0	1	1	0	0
NM_003662	0	1	0	0	0	0	0	0	0	0	0	0
NM_001018109	0	0	0	0	0	0	0	0	0	0	0	0
NR_037859	2	1	0	0	0	1	0	1	2	0	1	2
NR_033836	0	0	0	0	0	0	0	0	0	0	0	0
NR_033835	0	0	0	0	0	0	0	0	0	0	0	0
NM_175859	7	8	6	23	35	2	40	23	31	7	21	31
NM_001144002	1	2	1	2	1	1	4	0	0	0	0	2
NM_019857	3	2	1	0	1	1	6	2	4	2	3	3
NM_001080975	0	0	0	0	0	0	0	0	0	0	0	0
NM_004726	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291867	0	0	0	0	0	0	0	0	0	0	0	0
NM_198270	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136024	0	0	0	0	0	0	0	0	0	0	0	0
NM_001291868	0	0	0	0	0	0	0	0	0	0	0	0
NM_153346	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184767	0	0	0	0	0	0	0	0	0	0	0	0
NM_006240	0	0	0	0	0	0	0	0	0	0	0	0
NM_003159	0	0	0	1	0	0	0	0	0	0	0	0
NM_001037343	0	0	0	0	1	0	0	0	0	0	0	0
NM_152226	0	0	0	0	0	0	0	0	0	0	0	0
NM_152224	0	0	0	0	0	0	0	0	0	0	0	0
NR_033717	0	0	0	0	0	0	0	0	0	0	0	0
NM_006089	1	3	3	2	2	1	1	4	3	0	7	1
NR_133641	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024666	3	5	8	15	10	2	17	11	12	8	1	1
NM_031892	311	340	327	194	514	139	802	470	354	216	436	662
NM_001079860	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184836	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184835	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184834	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184833	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184960	0	1	1	0	0	0	0	0	0	0	0	0
NM_005756	0	0	0	0	0	0	0	0	0	0	0	0
NM_001079858	0	0	0	0	0	0	0	0	0	0	0	0
NM_001001671	10	14	18	8	8	5	11	10	5	7	14	13
NM_001079859	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184837	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168466	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168465	7	41	25	0	6	5	17	12	25	13	20	50
NM_152780	0	0	0	0	0	0	0	0	0	0	0	0
NM_004586	2530	2728	2262	1096	1624	1001	2322	1938	2548	1657	1911	2120
NM_001168467	0	0	0	0	0	0	0	0	0	0	0	0
NR_045617	1	0	0	0	0	0	0	0	0	0	0	0
NM_001168647	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168649	0	0	0	0	0	0	0	0	0	0	0	0
NM_001168648	0	0	0	0	0	0	0	0	0	0	0	0
NM_014927	0	0	0	0	0	0	0	0	0	0	0	0
NM_014332	0	0	0	0	0	0	0	0	0	0	0	0
NM_000444	0	0	0	0	1	0	1	1	1	0	0	0
NM_001282754	0	0	0	0	0	0	0	0	0	0	0	0
NM_001033583	0	0	0	0	0	0	0	0	0	0	0	0
NM_024122	7	13	10	5	13	8	10	13	20	4	8	10
NM_030624	854	894	592	277	486	281	664	593	674	490	565	673
NM_001037171	0	0	0	0	0	1	3	0	0	0	0	0
NR_026545	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142386	2675	3449	1848	1544	1792	833	2666	2027	3049	1674	1463	2797
NM_005391	3	10	9	5	12	4	15	5	15	6	8	7
NM_004845	0	0	0	0	0	0	0	0	0	0	0	0
NM_016937	2002	2847	2009	1113	1559	888	2847	1736	2593	1574	1583	2100
NM_001163265	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163264	0	0	0	0	0	0	0	0	0	0	0	0
NM_203391	0	0	0	0	0	0	0	0	0	0	0	0
NM_004019	3	11	1	0	0	2	4	1	11	2	3	6
NM_004018	0	0	0	0	0	0	0	0	0	0	0	0
NM_001205019	0	0	0	0	0	0	0	0	0	0	0	0
NM_004017	0	0	0	0	0	0	0	0	0	0	0	0
NM_004016	0	0	0	0	0	0	0	0	0	0	0	0
NM_000167	0	0	0	0	0	0	0	0	0	0	0	0
NM_004015	0	0	0	0	0	0	0	0	0	0	0	0
NM_001128127	0	0	0	0	0	0	0	0	0	0	0	0
NM_001304548	0	0	0	0	0	0	0	1	0	0	0	0
NR_110412	1	0	0	0	0	0	0	0	0	0	0	0
NM_001173486	1	0	0	0	0	0	0	0	0	0	0	0
NM_001173490	0	0	0	0	0	0	0	0	0	0	0	0
NM_001173489	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142395	0	0	0	0	0	0	0	0	0	0	0	0
NM_000950	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170331	0	0	0	0	0	0	0	0	0	0	0	0
NM_198511	0	0	0	0	0	0	0	0	0	0	0	0
NM_000328	54	124	73	58	100	32	142	80	123	74	118	74
NM_004615	16	3	3	1	5	1	2	2	4	2	5	4
NM_000531	0	0	1	0	0	0	0	0	0	0	0	0
NM_138780	0	0	0	0	0	0	0	0	0	0	0	0
NM_001163335	0	0	0	0	0	0	0	0	0	0	0	0
NR_038968	0	0	1	0	0	0	0	0	0	0	0	0
NM_001123384	0	0	0	0	0	0	0	0	0	0	0	0
NM_001123383	0	0	0	0	0	0	0	0	0	0	0	0
NM_144970	1490	1515	1993	938	984	757	1519	1206	1808	1324	1276	1850
NM_001039590	0	0	1	2	0	0	1	0	0	0	0	1
NM_001126054	0	0	0	0	0	0	0	0	0	0	0	0
NM_001126055	0	0	0	0	0	0	0	0	0	0	0	0
NM_003688	7	8	2	0	2	1	6	2	6	1	5	0
NM_001039591	0	0	0	0	0	0	0	0	0	0	0	0
NM_000898	0	0	1	0	0	0	0	0	0	0	0	0
NM_025184	2	21	3	0	4	2	14	4	5	9	1	2
NM_001077445	0	0	0	0	0	0	1	0	0	0	0	0
NM_032591	0	0	0	1	0	0	0	0	0	0	0	0
NM_001190417	0	0	0	0	0	0	0	0	0	0	0	0
NM_001257291	0	0	0	0	0	0	0	0	0	1	0	0
NM_014735	0	0	0	2	6	0	1	2	10	0	1	6
NM_001039891	1	0	0	0	0	0	0	0	0	0	0	0
NM_001146291	0	0	0	0	0	0	0	0	0	0	0	0
NM_153380	0	0	0	0	0	0	0	0	0	0	0	0
NM_133499	0	0	0	0	0	0	0	0	0	0	0	0
NM_007137	425	387	194	110	173	163	322	160	416	188	227	232
NM_007130	3	2	2	0	1	0	2	2	2	1	1	1
NR_033924	0	0	0	1	0	0	0	0	0	0	0	0
NM_006950	0	0	0	0	0	0	0	1	0	0	0	0
NM_000084	0	0	0	0	0	0	0	0	2	0	0	0
NM_021123	0	0	0	0	0	0	0	0	0	0	0	0
NM_001475	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282163	0	1	0	0	0	0	2	0	3	1	0	1
NM_001477	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127199	0	0	0	0	0	0	0	0	0	0	0	0
NM_003886	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098405	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098408	0	0	0	0	0	0	0	0	0	0	0	0
NM_001474	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098409	0	0	0	0	0	0	0	0	0	0	0	0
NM_001476	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127899	0	0	0	0	0	0	0	0	3	1	1	0
NM_001127898	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098410	0	0	0	0	0	0	0	0	0	0	0	0
NM_001272102	0	0	0	0	0	0	0	1	0	0	0	0
NM_001098418	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127345	0	0	0	0	0	0	0	0	0	0	0	0
NM_020717	3	0	0	0	0	0	1	1	0	0	0	0
NR_110382	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013742	0	0	0	0	0	0	0	0	0	0	0	0
NR_027121	0	0	0	0	0	0	0	0	0	0	0	0
NM_001146702	0	0	0	0	0	0	0	0	0	0	0	0
NM_004187	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242492	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242491	2	1	5	2	1	1	3	4	1	0	0	0
NM_001242490	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242489	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242495	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242494	0	0	0	0	0	0	0	0	0	0	0	0
NM_014138	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282622	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242493	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242497	0	0	0	0	0	0	0	0	0	0	0	0
NM_001242496	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099684	1	0	1	0	0	1	1	0	0	2	0	0
NM_022117	809	839	886	635	683	235	972	585	967	450	817	732
NM_001184898	8	14	7	0	11	3	22	3	20	6	11	6
NM_031407	22127	21251	20021	10859	14095	9060	23614	11319	26384	15485	13334	17934
NM_001184896	3	1	0	0	1	1	1	0	0	0	1	2
NM_001300788	0	0	0	0	0	0	0	0	0	0	0	0
NM_015107	0	0	0	0	0	0	0	0	0	0	0	0
NM_020922	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184897	0	0	0	0	0	0	0	0	0	0	0	0
NM_001002838	0	0	0	0	0	0	0	0	0	0	0	0
NM_017848	9	4	14	1	5	3	11	1	5	10	5	3
NM_198510	0	0	0	0	0	0	0	0	0	0	0	0
NM_174912	80	159	88	38	24	46	50	55	78	40	113	150
NR_015367	915	838	783	571	662	359	742	681	1063	626	697	707
NM_015185	59	45	48	20	27	15	28	20	53	34	29	46
NR_015353	394	367	414	168	271	153	484	246	482	252	225	289
NM_001173479	7	11	3	3	8	2	2	1	11	1	1	9
NM_001173480	0	0	0	0	0	0	0	0	0	0	0	0
NM_130388	0	2	0	1	5	2	2	2	1	5	1	1
NM_017677	89	88	102	41	51	35	63	45	74	51	74	99
NM_138737	5	1	0	0	0	0	1	1	2	0	1	3
NM_001282141	0	0	0	0	0	0	0	0	0	0	0	0
NM_014799	0	0	0	0	0	0	0	0	0	0	0	0
NM_001130860	0	0	0	0	0	0	0	0	0	0	0	0
NM_000044	1	1	0	0	0	0	2	0	0	0	0	1
NM_001011645	0	0	0	0	0	0	0	0	0	0	0	0
NM_014725	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142503	0	0	0	0	0	0	0	0	0	0	0	0
NM_001399	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005610	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005609	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005613	0	0	0	0	0	0	0	0	0	0	0	0
NM_001005612	0	0	0	0	0	0	0	0	0	0	0	0
NM_031276	0	0	0	0	0	0	0	0	0	0	0	0
NM_012310	1890	1724	2046	696	1020	806	1609	1396	1182	1080	1321	1467
NM_001003811	0	0	0	0	0	0	0	0	0	0	0	0
NM_138923	0	0	0	0	0	0	0	0	0	0	0	0
NM_001286074	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170747	2	5	3	10	4	0	6	19	3	6	6	9
NM_017669	625	772	536	306	518	259	730	569	676	480	547	527
NM_181672	0	0	1	0	1	0	0	1	0	0	0	0
NM_181673	0	0	0	0	0	0	0	0	0	0	0	0
NM_004606	0	0	0	0	0	0	0	0	0	0	0	0
NR_104394	0	0	0	0	0	0	0	0	0	0	0	0
NR_104387	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013627	11	1	5	0	9	2	2	4	8	13	3	15
NR_104388	0	0	0	0	0	0	0	0	0	0	0	0
NR_104391	0	0	0	0	0	0	0	0	0	0	0	0
NR_104390	0	0	0	0	0	0	0	0	0	0	0	0
NR_104389	0	0	0	0	0	0	0	0	0	0	0	0
NR_104395	2	1	1	0	0	0	1	0	2	0	2	0
NR_104393	0	0	0	0	0	0	0	0	0	0	0	0
NR_104392	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166419	0	0	0	0	0	0	0	0	1	0	0	0
NM_001172436	0	0	0	0	0	0	0	0	0	0	0	0
NM_002637	0	0	0	0	0	0	0	0	0	0	0	0
NM_001122670	0	0	0	0	0	0	0	0	0	0	0	0
NM_001166448	0	0	0	0	0	0	0	0	0	0	0	0
NR_028379	109	85	159	53	69	68	67	99	100	73	111	107
NR_024582	51	114	169	101	62	55	128	83	95	111	74	100
NR_029423	15	15	8	5	12	6	14	7	11	5	8	11
NM_001039840	2	2	5	0	1	0	0	0	0	0	1	0
NM_001300884	0	0	0	0	0	0	0	0	0	0	0	0
NR_003255	5	1	7	4	0	1	9	0	3	5	0	5
NM_001271699	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271697	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271696	0	0	0	0	0	0	0	0	0	0	0	0
NM_004299	0	0	0	0	0	0	0	0	0	0	0	0
NM_001271698	0	0	0	0	0	0	0	0	0	0	0	0
NM_001008537	335	113	262	34	93	227	151	139	169	93	67	76
NR_110406	0	0	0	0	0	0	0	0	0	0	0	0
NR_110404	0	0	0	0	0	0	0	0	0	0	0	0
NR_110403	0	0	0	0	0	0	0	0	0	0	0	0
NR_110402	0	0	0	0	0	0	0	0	0	0	0	0
NR_110401	0	0	0	0	0	0	0	0	0	0	0	0
NR_110400	0	0	0	0	0	0	0	0	0	0	0	0
NR_110405	0	0	0	0	0	0	0	0	0	0	0	0
NM_032121	4128	3642	3736	2376	3104	1382	2936	3400	3262	2058	4972	2909
NM_000291	59742	74043	52755	31012	23816	23076	31969	48895	36734	40046	39263	61185
NM_001282224	0	0	0	0	0	0	0	0	0	0	0	0
NM_000052	66	64	27	8	18	15	27	22	33	19	31	46
NR_104109	0	0	0	0	0	0	0	0	0	0	0	0
NM_001170574	0	0	0	0	0	0	0	0	0	0	0	0
NM_003022	5511	5295	4332	3141	3809	2058	4278	4364	4953	3351	4875	3801
NM_030763	628	766	754	348	936	411	1218	897	629	881	822	694
NM_001177479	1	0	0	0	0	0	0	0	0	0	0	0
NM_001177478	0	0	0	0	0	0	0	0	0	0	0	0
NM_014496	147	183	212	25	49	9	89	45	60	64	7	29
NM_144657	0	0	0	0	0	0	0	0	0	0	0	0
NM_198450	917	1234	751	593	594	389	1013	577	908	620	656	885
NM_024921	11	21	23	4	37	8	0	13	14	1	79	22
NM_001307940	0	0	0	0	0	0	0	0	0	0	0	0
NM_053281	0	0	0	0	0	0	0	0	0	0	0	0
NM_001139514	0	0	0	0	0	0	0	0	0	0	0	0
NM_001139515	0	0	0	0	0	0	0	0	0	0	0	0
NM_057162	0	0	0	0	0	0	0	0	0	0	0	0
NM_019117	0	0	0	0	0	0	0	0	0	0	0	0
NM_007309	11	19	12	3	11	4	9	11	17	15	12	6
NM_020766	0	0	0	0	0	0	0	0	0	0	0	0
NM_001184880	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105243	0	0	0	0	0	0	0	0	0	0	0	0
NR_028407	17	9	2	5	11	0	9	8	11	3	2	2
NM_212559	16	19	42	2	2	3	6	6	3	2	7	2
NM_032946	0	0	0	0	0	0	0	0	0	0	0	0
NM_001199818	21	17	19	8	11	5	19	18	21	12	23	12
NM_001099686	0	0	0	0	0	0	0	0	0	0	0	0
NM_022053	0	0	0	0	0	0	0	0	0	0	0	0
NR_028089	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142425	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142424	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142423	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142422	0	0	0	0	0	0	0	0	0	0	0	0
NM_012286	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142426	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142431	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142430	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142429	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142428	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142427	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142421	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142419	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142420	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142418	0	0	0	0	0	0	0	0	0	0	0	0
NM_001142432	0	0	0	0	0	0	0	0	0	0	0	0
NR_131236	3	6	3	2	1	1	0	1	2	0	3	0
NR_131237	1	2	0	1	1	0	0	1	0	1	0	1
NM_017752	116	110	50	31	132	49	71	132	195	92	127	259
NM_000354	0	0	0	0	0	0	0	0	0	0	0	0
NM_152423	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171020	0	0	0	0	0	0	0	0	0	0	0	0
NM_198881	5	2	4	2	3	2	2	4	2	2	8	2
NM_173494	0	0	0	0	0	0	0	0	0	0	0	0
NM_012216	0	0	0	0	0	0	0	0	0	0	0	0
NM_001171080	294	516	225	207	356	103	431	281	412	194	301	253
NM_018301	126	151	67	43	89	42	158	63	135	65	77	68
NM_052817	0	0	0	0	0	0	0	0	0	0	0	0
NM_198057	6	6	3	4	13	0	12	18	14	21	20	11
NM_001169154	0	0	0	0	0	0	0	0	0	0	0	0
NM_000495	0	0	0	0	0	0	0	0	0	0	0	0
NM_033641	0	0	0	0	0	0	0	0	0	0	0	0
NM_033380	0	0	0	0	0	0	0	0	0	0	0	0
NM_001847	0	0	0	0	0	0	0	0	0	0	0	0
